Transaction ID,Date,Amount,Latitude,Longitude,User ID,Status,Merchant ID
64766434,2023-08-19,198.0162211846745,40.742196267470526,-74.00935994449517,2746855,Accepted,98639450
41729764,2023-08-27,376.74116380612026,40.55193826015449,-73.83027016483186,3090478,Accepted,86638369
74071000,2023-08-08,33.80389673749218,40.815308333788785,-73.91320938148533,4884186,Accepted,81572607
70712016,2023-08-22,285.17225211005444,40.59571183323739,-74.06689965715859,3548668,Accepted,43604285
66193392,2023-08-12,181.27358216374367,40.623661296252735,-74.14415270654341,4813268,Accepted,97155174
30125467,2023-08-21,128.08592749391818,40.7046757662656,-74.00614715799509,2071498,Accepted,27222464
62978319,2023-08-29,291.2070417935339,40.59156285509222,-74.00909711978669,1691906,Accepted,39652964
49408941,2023-08-12,239.55039297391212,40.515436611398776,-73.80201428509146,5675713,Accepted,21903523
55480240,2023-08-29,455.68306095130527,40.80275629475898,-73.91616388965191,9120080,Accepted,43776586
40566139,2023-08-08,377.0296603727229,40.82750013476537,-73.80819242057673,4205571,Accepted,48050639
27809067,2023-08-27,206.47956484159,40.72509427270695,-73.99204267893568,6636528,Accepted,91503586
57807484,2023-08-23,329.586373930504,40.81666282087848,-73.84792423423617,7250319,Accepted,23825890
60149495,2023-08-12,344.13816121261806,40.66780775717696,-73.93573680553774,1891121,Accepted,16390441
48565296,2023-08-11,109.34921630526861,40.76172309438876,-73.88107198048144,2424751,Accepted,63030130
23095590,2023-08-23,362.00054448171613,40.869788146662806,-73.77698567361962,2803240,Accepted,85437420
95254979,2023-08-10,222.47039943237888,40.70687142568609,-73.96621448884794,8033155,Accepted,46224653
76194977,2023-08-15,12.072016548782871,40.70643685014464,-73.95984853614243,3392203,Accepted,73070771
65361446,2023-08-02,46.37006651623846,40.50346737789417,-74.21495048379033,2424751,Accepted,63030130
19415846,2023-08-20,140.19996227222578,40.77740293016993,-73.88113975706045,9444922,Accepted,45517363
42196936,2023-08-12,497.8488362579108,40.74192874253612,-73.9220047139743,3526933,Accepted,86638369
35866320,2023-08-17,485.70785470146404,40.635884457687304,-73.91558810625884,4408819,Accepted,87218285
34726998,2023-08-08,483.3152039198203,40.62591401631345,-74.0392672934643,7131367,Accepted,56844417
27708686,2023-08-12,10.142828816791567,40.86287721884798,-73.99635451998644,6700209,Declined,86691159
26020940,2023-08-10,40.14455067018201,40.75455475006851,-73.9151481011469,9963253,Accepted,99897907
98362915,2023-08-26,383.30919121255494,40.54476118571755,-73.89676068360225,5910197,Accepted,67192285
98945545,2023-08-07,252.68768532290525,40.70297249709931,-73.84511320920367,1892332,Accepted,98136868
19894806,2023-08-14,139.4657152391894,40.803879680752324,-73.98183339779035,1063483,Accepted,12546982
87124018,2023-08-09,22.912311663080338,40.705813784213035,-73.92016419680384,9146815,Accepted,64085379
76883397,2023-08-05,185.60957566895107,40.60262906352205,-73.96182537651325,6363337,Accepted,58893043
59090266,2023-08-19,174.139658763626,40.58765355753013,-73.93654997080606,2803240,Declined,85437420
31377753,2023-08-15,105.4507372817135,40.682223406248326,-73.96759120124294,4587192,Accepted,30360529
97100266,2023-08-29,130.55981784630148,40.65985176629161,-73.78657663341502,3287505,Declined,52228135
80795388,2023-08-03,199.82988088005513,40.57618627839704,-73.84183081659266,3466820,Accepted,56649306
69582293,2023-08-25,122.15032830762343,40.628946994189526,-74.03485665256953,2746855,Accepted,98639450
29818302,2023-08-30,51.34620175331408,40.91230351935361,-73.85699612732536,6574093,Accepted,98639450
18509620,2023-08-19,171.37104817337087,40.782205034647454,-73.94769502749806,1063483,Accepted,12546982
75582811,2023-08-12,451.95483572142416,40.571485973610606,-74.17573056475754,7804210,Accepted,56354004
73523265,2023-08-15,458.793548593733,40.87794945849361,-73.90203504102996,4917116,Accepted,20777775
39643631,2023-08-23,280.648968459902,40.86737617626542,-73.88822654061282,9693794,Accepted,95851409
70262954,2023-08-19,16.149115761160086,40.648077787228814,-73.85164207007531,7371360,Accepted,97832685
71964575,2023-08-17,156.30266124321867,40.62062928475864,-73.88639342351745,9348481,Accepted,66611175
43706763,2023-08-20,400.63994731109585,40.686416508303985,-73.9727472736189,2027806,Accepted,79638096
50562109,2023-08-24,112.96053374753494,40.82098651638875,-73.95295065043123,9421477,Accepted,10694309
42016272,2023-08-07,494.80438304576967,40.71360853897413,-74.01397787491588,1437489,Accepted,83107715
23776486,2023-08-14,281.29616858763666,40.86203237581297,-73.96984245064489,9526889,Accepted,12616026
58551169,2023-08-21,99.96306450025445,40.76197294481367,-73.96129155848118,3466820,Accepted,56649306
74622469,2023-08-17,438.60002237818827,40.78730515652126,-73.76377739267946,8507639,Accepted,92170957
36958040,2023-08-17,129.81120422409728,40.64973291063292,-73.87403761962092,8829985,Accepted,47677888
98216053,2023-08-08,272.7718667467817,40.59460169863686,-73.70583392894491,6537928,Accepted,84011682
30424772,2023-08-12,229.71462034701383,40.73370608373623,-73.84286116270852,4063928,Accepted,41881887
63047575,2023-08-27,368.48352411868115,40.770372379592125,-74.01826630801324,5546349,Accepted,44197219
26894807,2023-08-22,15.089235159175121,40.79029369099267,-73.9181092003397,1479214,Accepted,13557031
48112936,2023-08-24,460.4637159784338,40.8132905355085,-73.92608104123566,5470674,Accepted,60367412
65696282,2023-08-14,143.07095274164013,40.707651337978774,-73.98275868982701,7649631,Accepted,12546982
10086028,2023-08-03,398.56019365797255,40.715275964046484,-73.96679360046919,8829985,Accepted,21034278
46560636,2023-08-09,142.70076644590083,40.5558439853074,-74.25217780296666,6843891,Accepted,91666903
23893727,2023-08-08,290.1321843483223,40.599209753272895,-73.84354663251165,9963253,Accepted,99897907
24153865,2023-08-13,376.3731737588703,40.72996940003042,-73.86794896504118,2263704,Accepted,79365207
51894482,2023-08-29,155.0283982878269,40.831865838436606,-73.91492660550809,8344122,Accepted,43604285
92936664,2023-08-09,215.90115832100034,40.723910927033074,-73.92578858951542,4917116,Accepted,20777775
62755940,2023-08-25,322.62670232334904,40.51060466879093,-73.78177102818977,7583960,Accepted,45170937
31211117,2023-08-04,413.76375041138755,40.76255760271405,-73.96149355985044,1744635,Accepted,63712708
90041034,2023-08-05,116.00100466556505,40.837586694063496,-73.93573218101236,7968093,Accepted,52228135
76206747,2023-08-21,163.37136545064473,40.6132431504238,-73.89964303328561,3548668,Accepted,43604285
86435034,2023-08-27,449.8608597597925,40.68757740326669,-74.00385104302968,2884534,Declined,46745957
91378080,2023-08-13,273.7601243340638,40.521980134445315,-74.20400644205492,8332661,Accepted,32090428
55575127,2023-08-24,57.48771486104255,40.77597663459597,-73.95434238653863,4622293,Accepted,66861809
28330823,2023-08-07,423.95140390855164,40.55637155566264,-73.70882026526073,4247564,Accepted,53011372
87009706,2023-08-07,134.5989017516193,40.83429771138976,-73.97160066874443,8066242,Accepted,45170937
14914990,2023-08-15,276.79391213443057,40.7326236019532,-73.96214919665027,6141075,Accepted,85798358
98596112,2023-08-09,27.115363071439955,40.89125796743259,-73.84876756566393,9815376,Accepted,70375714
12719472,2023-08-06,55.95323403149479,40.8318903956612,-73.78526869507685,5228378,Accepted,85437420
74908155,2023-08-14,467.41008088067764,40.7497906497644,-73.98084373603285,1074518,Accepted,95454173
73716777,2023-08-13,478.5381157315453,40.76744809167439,-73.96853546315421,3300781,Accepted,56934329
32981309,2023-08-29,32.87329272316748,40.61887465832904,-73.8665715441124,5241932,Accepted,34709936
86199704,2023-08-31,27.592373669107545,40.84200393293251,-74.00760348926936,8037624,Accepted,27676448
98796419,2023-08-18,380.63580758265766,40.83150365767635,-73.96960220513036,5584829,Accepted,49801546
91989216,2023-08-31,62.271744739956,40.67936173836921,-73.93464525937607,4037813,Accepted,39261787
85619649,2023-08-19,431.6205858026856,40.53685141716745,-74.14158323039358,9526889,Accepted,12616026
11167440,2023-08-25,346.77682416156495,40.71734831399865,-73.98231870556306,9817173,Accepted,10694309
42032131,2023-08-08,82.35877439972666,40.90723875706601,-73.92790138570666,2323124,Accepted,98136868
76129556,2023-08-10,407.0357618438822,40.69967835984312,-73.9379500574191,8187994,Accepted,28211047
22013824,2023-08-12,189.15864790065322,40.59889833752602,-73.97553090131062,9435391,Declined,99246558
60578873,2023-08-04,298.90997801133767,40.574369714767954,-73.89686266784798,1511009,Accepted,79130223
38200859,2023-08-25,360.31868509387147,40.70183278431975,-74.00087554255163,5166624,Accepted,58893043
53155251,2023-08-18,82.29784973016613,40.62726658603458,-73.8772917611668,3674561,Accepted,13618120
46959154,2023-08-12,386.65046361813205,40.78671720361663,-73.72140558336493,5393221,Accepted,38711008
17762595,2023-08-16,214.13663579749468,40.57130337770367,-73.95636217229455,1379058,Accepted,16316075
29928036,2023-08-11,98.98387312653273,40.756442853992354,-73.84721547674489,6788802,Accepted,73734620
29528451,2023-08-16,70.54114146113612,40.65457370376673,-73.9742688257532,2212581,Accepted,16390441
86559515,2023-08-05,255.3959571530024,40.89873018937023,-73.88636210793116,6283599,Accepted,36729027
67428699,2023-08-02,127.09101162181786,40.581704208576326,-73.84667595157468,4452854,Accepted,21835705
66880439,2023-08-30,94.61954136422602,40.81183482153685,-73.84412002979188,4806250,Accepted,30735716
49210945,2023-08-21,64.68872971389902,40.80747426983284,-73.91501900867199,6191617,Accepted,26578682
10572857,2023-08-04,247.02681438191283,40.69668436072422,-73.89152361208782,5675713,Accepted,21903523
81897536,2023-08-30,381.00028074526574,40.82437771843252,-73.99239152711823,3960742,Accepted,55417307
26665480,2023-08-23,454.7477823797427,40.78097470648372,-73.94172107505193,9140121,Accepted,81896634
13137287,2023-08-18,148.1945768801085,40.80527578380033,-73.93273810208868,5546349,Accepted,37710942
31445410,2023-08-13,13.67931660135681,40.70821424856194,-73.92953505345078,1838371,Accepted,71459934
48048404,2023-08-10,76.30979420285078,40.87776378598991,-73.93768995533642,8080093,Accepted,79042075
47457583,2023-08-04,308.98475893022555,40.73627863826031,-73.95045530748587,5910197,Accepted,67192285
57791395,2023-08-13,17.66039707682954,40.773231713683366,-73.93225315418275,5883389,Accepted,86479511
90684929,2023-08-29,380.4815040011944,40.86025100019647,-73.93353668382355,2103800,Accepted,53599065
13300734,2023-08-07,55.295460917691926,40.61204972732629,-73.97056955761904,6518577,Accepted,64423660
26726593,2023-08-19,297.887012063725,40.754060800740916,-74.00236061791996,4495519,Accepted,58503148
37280750,2023-08-26,168.1177520727022,40.772178280922,-73.76103103019531,2015580,Accepted,36850392
12296642,2023-08-23,377.11746113512714,40.734043649834796,-74.02897426442165,8080093,Accepted,28219854
31229879,2023-08-20,145.65011883725782,40.600181100807085,-74.1051926710415,9435391,Accepted,99246558
88744539,2023-08-25,197.21391016082325,40.792616279300994,-73.86980742204567,3008978,Accepted,90613507
22542171,2023-08-19,436.0915298459958,40.6883802284209,-73.91217511463122,4628899,Accepted,12546982
78744058,2023-08-27,132.2854355935777,40.81152981714169,-73.97550506750387,2425692,Accepted,59101662
10951750,2023-08-24,113.65960778580941,40.83206210355535,-73.97339863850111,4279575,Accepted,12478248
72881578,2023-08-17,137.79464237000875,40.633851606771366,-74.25803936522996,1158856,Accepted,41916109
87926261,2023-08-23,308.9291800834011,40.667378629438225,-73.95597731039855,4913651,Accepted,12359459
71280650,2023-08-23,202.3849832829009,40.850804072106015,-73.94699014029338,7515031,Accepted,59929316
66106661,2023-08-19,293.88242463643775,40.659988095762394,-73.96152516938226,5393221,Accepted,38711008
17416889,2023-08-07,225.40423221072828,40.78022143644849,-73.95997398687207,1885563,Accepted,53600173
37347952,2023-08-05,107.27814507379395,40.63956428347199,-74.23496381171766,9817173,Accepted,10694309
94279253,2023-08-20,258.6433655787755,40.60771726263509,-73.95211730422416,8501406,Accepted,37101863
43521115,2023-08-30,256.87301982910253,40.71513763914106,-73.98707236158431,4582982,Accepted,94578508
52676884,2023-08-07,296.2130247215017,40.58500040238711,-73.9470581013087,9146815,Accepted,64085379
80898324,2023-08-10,172.1533462659877,40.86397133076757,-73.93357919027659,4582982,Accepted,94578508
26992943,2023-08-15,46.87732926975244,40.822888351694964,-73.94152441603667,9242028,Accepted,43817140
79810597,2023-08-19,13.188879174368012,40.57760014839246,-74.24941652769817,2216009,Accepted,54034327
37816146,2023-08-07,139.4576300046238,40.60436283060913,-73.74157455013196,9434215,Accepted,20514585
97838751,2023-08-03,165.57478127203208,40.858418236946626,-74.00400886026202,8528186,Declined,78369003
61365108,2023-08-16,127.40067516657533,40.904231848308285,-73.77929323948085,5496887,Accepted,75791680
54773441,2023-08-10,151.05768912419597,40.54231544091911,-73.87132540631237,8344122,Accepted,43604285
57889734,2023-08-31,275.1673360729288,40.71900346082794,-73.96338131083883,1047449,Accepted,78446609
12740343,2023-08-25,69.07443791452933,40.644489666841146,-73.8944325102987,8592003,Accepted,97832685
18457802,2023-08-08,186.4696485419747,40.777156318516624,-73.93672912941477,9418713,Accepted,11117452
42091027,2023-08-22,239.71105866962716,40.85080419827489,-73.97262127618616,7929977,Accepted,32504069
55898240,2023-08-10,177.6257625126645,40.84251369908017,-73.980892654825,9504224,Accepted,21835705
79593903,2023-08-26,413.67004955168034,40.86216955309034,-73.99568568966413,3715432,Accepted,58325340
84471455,2023-08-21,247.4104493171129,40.774069289983,-73.95807523891452,5548665,Accepted,43604285
82478839,2023-08-09,440.7144753748389,40.819015158333094,-73.86431364241595,1284446,Accepted,30042216
67392239,2023-08-12,289.1662420116446,40.73648287300659,-73.79841947571582,3362966,Accepted,63222245
69518925,2023-08-09,482.77330520133535,40.67707587499239,-73.87548648448312,3586973,Accepted,32882074
98641066,2023-08-28,411.64291886847224,40.52594618594754,-74.04130566823912,7924049,Accepted,46946684
75598836,2023-08-02,164.2092660144131,40.68374451657642,-73.97960145343724,2138582,Accepted,47089212
34178238,2023-08-18,334.59368202442073,40.61585493317515,-73.96824577689429,6065649,Accepted,72132850
47638918,2023-08-05,9.127140818716772,40.78396917182689,-73.99694989488691,9292194,Accepted,67594768
99631362,2023-08-18,68.50771222167293,40.61109030819243,-73.87768776203846,6106278,Accepted,71757010
50657537,2023-08-18,261.74511166112865,40.565195868985406,-74.2087315755372,4900967,Accepted,48156425
47144732,2023-08-23,111.50534698983364,40.74974495823378,-73.98228383690545,1813450,Accepted,79365207
45542168,2023-08-29,496.0197900743058,40.5712392025222,-74.11549486727833,3511442,Accepted,35568037
84080416,2023-08-26,201.87534789030215,40.643683524156295,-74.13018161926922,2711961,Accepted,13557031
37680508,2023-08-05,400.46129367350386,40.868889623803966,-73.91932459999897,6618722,Accepted,53683826
74032285,2023-08-20,362.445241729963,40.72216517216576,-73.95297440292113,3752363,Accepted,25932907
41446010,2023-08-08,118.54907162238189,40.80776291092493,-73.89399776111934,5409078,Accepted,59532334
17076424,2023-08-25,132.44737163352227,40.77476163529633,-73.96211096015658,4467899,Accepted,59532334
96671468,2023-08-13,37.85479045410296,40.74058674874429,-73.99547371725004,5319544,Accepted,82588720
73997502,2023-08-11,45.66496052051831,40.50423067736262,-74.18805142967219,1063483,Accepted,12546982
65795032,2023-08-29,270.83144850504056,40.842265315218874,-73.9633598147202,6750551,Accepted,35568037
55637674,2023-08-14,49.36682207052814,40.744851850028674,-73.94258437761597,8264905,Accepted,74089708
76844567,2023-08-10,44.70149013540051,40.66008630326886,-73.94983288780294,8675431,Accepted,72028984
47283033,2023-08-31,454.2390810343354,40.55779680207973,-74.10272174256191,1838371,Accepted,71459934
60438219,2023-08-28,27.439124166150055,40.61633564766021,-74.1406592963565,5228378,Accepted,85437420
67659292,2023-08-27,242.4762849282138,40.80127866713894,-73.91844450795517,3561534,Accepted,98639450
47415069,2023-08-23,330.9693043378144,40.554550438224915,-74.11867539122979,3248818,Accepted,84952715
42164322,2023-08-05,443.89682027159466,40.82104261412054,-73.98296813501298,5267982,Accepted,31294730
64758669,2023-08-29,91.41760553767718,40.50954266273951,-73.83844021981953,3548668,Accepted,43604285
56443884,2023-08-07,266.31053667277973,40.515294058282066,-73.91543673322836,3292657,Accepted,22257282
14592481,2023-08-04,319.9110543067368,40.62959885798227,-73.83092731174906,9415312,Accepted,43776586
79201021,2023-08-06,113.86659731023984,40.679772802272154,-73.80893710049227,8080093,Accepted,28219854
59912911,2023-08-08,282.5272957008163,40.76510067340452,-74.00946676123421,3488165,Accepted,21845546
89953525,2023-08-17,383.71442588944836,40.61433339060597,-73.84902385961101,3619227,Accepted,91243845
13845651,2023-08-23,152.54488251989238,40.53006834772586,-73.81704123042888,3573467,Accepted,55417307
60252239,2023-08-16,8.067867467887426,40.725907245099414,-73.89691739862343,3397903,Accepted,98195300
38137018,2023-08-17,484.7252480594134,40.53082607682774,-74.1146362375603,8829703,Declined,36635957
42948373,2023-08-27,368.25079056490927,40.712407342515704,-73.97723941490896,5359864,Accepted,88691882
63657751,2023-08-13,159.2476001609412,40.747969366155395,-73.99380593471138,7039006,Accepted,77431255
51939808,2023-08-14,407.6047965355968,40.833724852043545,-73.82897494892538,4408819,Accepted,87218285
97615944,2023-08-27,108.68507725173816,40.702237113347756,-73.93252696940475,4849886,Accepted,17195994
46802909,2023-08-28,308.1052437409402,40.78256689555602,-73.93032529669583,3307973,Declined,30561641
74093571,2023-08-02,453.0355630546343,40.862524529666075,-73.94897462634975,9523098,Accepted,10316526
20993697,2023-08-19,109.15040867940972,40.84917735072956,-73.88262753133979,4467899,Accepted,59532334
59332890,2023-08-30,278.0459310481865,40.88417166418703,-73.78177731506878,8637612,Accepted,94630678
46445059,2023-08-29,49.95380876049007,40.71679537022804,-73.72270063076259,9817173,Accepted,10694309
85576022,2023-08-24,397.81129001284916,40.615596383127055,-73.87928071722557,8634390,Accepted,67684166
31204084,2023-08-11,212.64479181368029,40.71928742561349,-73.98524635273175,9292194,Accepted,67594768
75507032,2023-08-05,393.23610620951825,40.87887610699821,-74.00211344077425,2452317,Accepted,85458397
21543774,2023-08-14,21.684210168590187,40.63267177557031,-73.83989111912572,7855533,Accepted,75901551
46477742,2023-08-17,311.8453143007081,40.73597613651673,-73.91995155134514,8836550,Accepted,11747898
63624857,2023-08-31,310.18894284191924,40.87441259656556,-73.91308460951521,7966981,Accepted,16334733
82650565,2023-08-30,15.800169418185959,40.74963093093596,-73.80202896537268,7340307,Accepted,84011682
40508538,2023-08-25,189.14654896257414,40.70841516091212,-73.77880475091246,1352781,Accepted,18149508
53595428,2023-08-06,358.24107640904595,40.664461936122855,-73.88266680295554,2840338,Accepted,24477374
13083674,2023-08-10,197.15647906152952,40.60837580349975,-74.2118932677138,9829778,Accepted,51703784
42786333,2023-08-03,297.1357807628516,40.59398029770354,-73.91673949756132,7401111,Accepted,59532334
53039212,2023-08-10,472.12048057434174,40.87451330410659,-73.86375787866125,8309886,Accepted,97611566
15367722,2023-08-22,258.89856400052906,40.660450933591875,-74.01785638929638,9046171,Accepted,72132850
10605610,2023-08-20,270.85828359321744,40.75511859177788,-73.92732712223008,1811158,Accepted,37176769
75465618,2023-08-06,87.76413029599,40.70128420284056,-73.96992770273135,2712765,Accepted,82770636
74902795,2023-08-22,323.45799894222995,40.736401686003006,-73.95280899727126,1553242,Declined,87260829
15027867,2023-08-03,299.23164863494077,40.77678680701387,-73.87013099089067,9219396,Accepted,46396511
65600544,2023-08-04,199.9539950853114,40.76284475695154,-73.94387959743287,9693413,Accepted,46224653
71278946,2023-08-14,17.45647237547052,40.79942365799922,-73.81721345533502,9219396,Accepted,46396511
39387553,2023-08-19,120.11205065207454,40.75295728198185,-73.76625780804275,4628899,Accepted,12546982
36341736,2023-08-31,50.2375621455305,40.68570779703616,-74.03230943185791,3729102,Accepted,73070771
95353093,2023-08-21,146.8377411215512,40.72078672030531,-73.75092497812678,4654796,Accepted,56623126
98210462,2023-08-17,50.30805546240274,40.68155242537755,-73.95866999117835,8800852,Accepted,18689117
87255937,2023-08-21,420.5831304466926,40.72201415880003,-73.98202424346948,8796614,Accepted,60037717
12288131,2023-08-27,180.8401853114495,40.81002299461924,-73.9815038110293,3629726,Accepted,46745957
52402078,2023-08-16,404.0684974831023,40.75167350775081,-73.72910222785353,5982350,Accepted,10389195
64204608,2023-08-11,92.58666107152764,40.58926188337191,-73.97326015398524,6571823,Accepted,91599748
78983715,2023-08-26,405.35421046680955,40.81213122691703,-73.94744823161227,3951283,Accepted,32882074
29541812,2023-08-19,307.5080549236693,40.68293886235208,-73.77762307328338,8379164,Accepted,35299154
39304571,2023-08-05,163.38389562042482,40.71480861406505,-73.90321453060862,2323124,Accepted,98136868
12264488,2023-08-10,318.4433746351363,40.58687310059418,-74.0265570149874,3491216,Accepted,60367412
68395129,2023-08-17,327.5201358807873,40.81084433273261,-73.80060458471891,2957977,Accepted,67594768
38120588,2023-08-19,85.33193382643337,40.639335948278195,-73.72915535098679,2808730,Declined,35489761
66628852,2023-08-08,194.69052677223257,40.83079972147632,-73.9111024797551,1440386,Accepted,27676448
21150999,2023-08-26,24.286346121604915,40.69876119414185,-74.01398412288324,1284446,Accepted,30042216
76633293,2023-08-08,423.32690633132756,40.837226750401925,-73.97751883685348,7909315,Accepted,20520960
21638564,2023-08-24,184.02156838154863,40.60087461173421,-73.94070574077745,6033437,Accepted,37167300
58655264,2023-08-16,371.9135203601388,40.55114311671613,-73.7427685971386,5006995,Accepted,11173506
53031433,2023-08-14,215.99513979092504,40.75562814085621,-73.83996648078929,9415312,Accepted,34319166
69771383,2023-08-14,202.60908465076974,40.695672149316145,-73.93225470077604,1744635,Accepted,63712708
45797520,2023-08-29,218.052709249855,40.62519642373221,-74.0399664751541,1585467,Accepted,38577616
